parameters:
Namespace(alpha=[0.1, 0.2, 0.5, 1.0, 2.0], clt_leaves=False, cluster_method='GMM', cluster_penalty=[1.0], cv=5, dataset='data/multilabel/business1500/business1500.5.folds.pklz', features=None, g_factor=[5.0, 10.0, 15.0, 20.0], gzip=True, kde_leaves=False, min_inst_slice=[10, 50, 100, 500], n_iters=100, n_restarts=4, n_row_clusters=2, output='exp/ml-repr-spn/', save_model=True, seed=1337, sklearn_args=None, suffix=None, test_ext=None, train_ext=None, valid_ext=None, verbose=1)

g-factor:	clu-pen:	min-ins:	alpha:	fold:	n_edges:	depth:	n_weights:	n_leaves:	n_sums:	n_prods:	train_ll	valid_ll:	test_ll
5.00000	1.00000	500	0.10000	4	3232	13	124	3047	62	124	-18.15395	-inf	-18.66294
5.00000	1.00000	500	0.20000	0	3275	15	146	3057	73	146	-18.23610	-inf	-18.39531
5.00000	1.00000	500	0.20000	1	3421	15	144	3206	72	144	-18.07303	-inf	-18.80015
5.00000	1.00000	500	0.20000	2	3427	17	144	3212	72	144	-17.94956	-inf	-19.46350
5.00000	1.00000	500	0.20000	3	3895	13	132	3698	66	132	-18.05729	-inf	-17.31106
5.00000	1.00000	500	0.20000	4	3232	13	124	3047	62	124	-18.14439	-inf	-18.61880
5.00000	1.00000	500	0.50000	0	3275	15	146	3057	73	146	-18.23598	-inf	-18.36530
5.00000	1.00000	500	0.50000	1	3421	15	144	3206	72	144	-18.07431	-inf	-18.75357
5.00000	1.00000	500	0.50000	2	3427	17	144	3212	72	144	-17.95597	-inf	-19.43226
5.00000	1.00000	500	0.50000	3	3895	13	132	3698	66	132	-18.07308	-inf	-17.29108
5.00000	1.00000	500	0.50000	4	3232	13	124	3047	62	124	-18.14354	-inf	-18.56957
5.00000	1.00000	500	1.00000	0	3275	15	146	3057	73	146	-18.26082	-inf	-18.36733
5.00000	1.00000	500	1.00000	1	3421	15	144	3206	72	144	-18.10070	-inf	-18.73956
5.00000	1.00000	500	1.00000	2	3427	17	144	3212	72	144	-17.99034	-inf	-19.43399
5.00000	1.00000	500	1.00000	3	3895	13	132	3698	66	132	-18.12476	-inf	-17.30623
5.00000	1.00000	500	1.00000	4	3232	13	124	3047	62	124	-18.17035	-inf	-18.55739
5.00000	1.00000	500	2.00000	0	3275	15	146	3057	73	146	-18.33998	-inf	-18.42390
5.00000	1.00000	500	2.00000	1	3421	15	144	3206	72	144	-18.18219	-inf	-18.77576
5.00000	1.00000	500	2.00000	2	3427	17	144	3212	72	144	-18.08638	-inf	-19.49329
5.00000	1.00000	500	2.00000	3	3895	13	132	3698	66	132	-18.25707	-inf	-17.38607
5.00000	1.00000	500	2.00000	4	3232	13	124	3047	62	124	-18.25695	-inf	-18.60248
10.00000	1.00000	10	0.10000	0	3477	17	368	2932	178	368	-17.38243	-inf	-17.43296
10.00000	1.00000	10	0.10000	1	3556	19	378	2993	186	378	-17.22740	-inf	-17.89896
10.00000	1.00000	10	0.10000	2	3337	19	328	2850	160	328	-17.11325	-inf	-18.55301
10.00000	1.00000	10	0.10000	3	3448	17	337	2948	164	337	-17.46509	-inf	-16.87069
10.00000	1.00000	10	0.10000	4	3516	17	365	2976	176	365	-17.23261	-inf	-17.79748
10.00000	1.00000	10	0.20000	0	3477	17	368	2932	178	368	-17.37873	-inf	-17.40715
